"Auftragskonto";"Buchungstag";"Valutadatum";"Buchungstext";"Verwendungszweck";"Glaeubiger ID";"Mandatsreferenz";"Kundenreferenz (End-to-End)";"Sammlerreferenz";"Lastschrift Ursprungsbetrag";"Auslagenersatz Ruecklastschrift";"Beguenstigter/Zahlungspflichtiger";"Kontonummer/IBAN";"BIC (SWIFT-Code)";"Betrag";"Waehrung";"Info"
"DE02120300000000202051";"01.05.25";"01.05.25";"FOLGELASTSCHRIFT";"MIETE BERGSTRASSE 3 05/2025 REF00104";"";"";"";"";"";"";"Wohnbau Hanau GmbH";"DE02120300000000202051";"HELADEF1HAN";"-980,00";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"02.05.25";"02.05.25";"FOLGELASTSCHRIFT";"KARTENZAHLUNG DANKE REF00113";"";"";"";"";"";"";"REWE Markt GmbH";"DE02120300000000202051";"HELADEF1HAN";"-64,74";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"03.05.25";"03.05.25";"FOLGELASTSCHRIFT";"ABSCHLAG STROM GAS 05/2025 REF00105";"";"";"";"";"";"";"Stadtwerke Hanau";"DE02120300000000202051";"HELADEF1HAN";"-128,00";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"03.05.25";"03.05.25";"FOLGELASTSCHRIFT";"KARTENZAHLUNG DANKE REF00114";"";"";"";"";"";"";"EDEKA Center";"DE02120300000000202051";"HELADEF1HAN";"-88,59";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"03.05.25";"03.05.25";"FOLGELASTSCHRIFT";"ONLINE EINKAUF REF00125";"";"";"";"";"";"";"AMAZON EU S.A R.L.";"DE02120300000000202051";"HELADEF1HAN";"-120,67";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"06.05.25";"06.05.25";"FOLGELASTSCHRIFT";"KARTENZAHLUNG DANKE REF00115";"";"";"";"";"";"";"ALDI SUED";"DE02120300000000202051";"HELADEF1HAN";"-43,36";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"06.05.25";"06.05.25";"FOLGELASTSCHRIFT";"KARTENZAHLUNG DANKE REF00117";"";"";"";"";"";"";"ALDI SUED";"DE02120300000000202051";"HELADEF1HAN";"-40,97";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"06.05.25";"06.05.25";"FOLGELASTSCHRIFT";"ONLINE EINKAUF REF00124";"";"";"";"";"";"";"MediaMarkt";"DE02120300000000202051";"HELADEF1HAN";"-17,39";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"07.05.25";"07.05.25";"FOLGELASTSCHRIFT";"BESTELLUNG DANKE REF00120";"";"";"";"";"";"";"Lieferando.de";"DE02120300000000202051";"HELADEF1HAN";"-24,13";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"07.05.25";"07.05.25";"FOLGELASTSCHRIFT";"KARTENZAHLUNG DANKE REF00116";"";"";"";"";"";"";"REWE Markt GmbH";"DE02120300000000202051";"HELADEF1HAN";"-83,22";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"07.05.25";"07.05.25";"FOLGELASTSCHRIFT";"SPOTIFY PREMIUM 05/2025 REF00107";"";"";"";"";"";"";"Spotify AB";"DE02120300000000202051";"HELADEF1HAN";"-10,99";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"09.05.25";"09.05.25";"FOLGELASTSCHRIFT";"KARTENZAHLUNG DANKE REF00118";"";"";"";"";"";"";"ALDI SUED";"DE02120300000000202051";"HELADEF1HAN";"-88,61";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"10.05.25";"10.05.25";"FOLGELASTSCHRIFT";"KARTENZAHLUNG DANKE REF00119";"";"";"";"";"";"";"ALDI SUED";"DE02120300000000202051";"HELADEF1HAN";"-44,80";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"15.05.25";"15.05.25";"FOLGELASTSCHRIFT";"KARTENZAHLUNG DANKE REF00112";"";"";"";"";"";"";"REWE Markt GmbH";"DE02120300000000202051";"HELADEF1HAN";"-78,30";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"15.05.25";"15.05.25";"FOLGELASTSCHRIFT";"NETFLIX ABO 05/2025 REF00106";"";"";"";"";"";"";"NETFLIX INTERNATIONAL B.V.";"DE02120300000000202051";"HELADEF1HAN";"-13,99";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"17.05.25";"17.05.25";"FOLGELASTSCHRIFT";"ONLINE EINKAUF REF00123";"";"";"";"";"";"";"MediaMarkt";"DE02120300000000202051";"HELADEF1HAN";"-129,52";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"18.05.25";"18.05.25";"FOLGELASTSCHRIFT";"MOBILFUNK RECHNUNG 05/2025 REF00110";"";"";"";"";"";"";"Telekom Deutschland GmbH";"DE02120300000000202051";"HELADEF1HAN";"-19,99";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"19.05.25";"19.05.25";"FOLGELASTSCHRIFT";"BESTELLUNG DANKE REF00121";"";"";"";"";"";"";"Lieferando.de";"DE02120300000000202051";"HELADEF1HAN";"-46,52";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"19.05.25";"19.05.25";"FOLGELASTSCHRIFT";"FAHRKARTE DEUTSCHE BAHN REF00127";"";"";"";"";"";"";"DB Vertrieb GmbH";"DE02120300000000202051";"HELADEF1HAN";"-31,00";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"20.05.25";"20.05.25";"FOLGELASTSCHRIFT";"MITGLIEDSBEITRAG FITNESS 05/2025 REF00108";"";"";"";"";"";"";"FitX Deutschland GmbH";"DE02120300000000202051";"HELADEF1HAN";"-29,90";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"22.05.25";"22.05.25";"FOLGELASTSCHRIFT";"BARGELDAUSZAHLUNG REF00126";"";"";"";"";"";"";"Geldautomat Sparkasse";"DE02120300000000202051";"HELADEF1HAN";"-50,00";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"24.05.25";"24.05.25";"FOLGELASTSCHRIFT";"BESTELLUNG DANKE REF00122";"";"";"";"";"";"";"Lieferando.de";"DE02120300000000202051";"HELADEF1HAN";"-24,99";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"25.05.25";"25.05.25";"FOLGELASTSCHRIFT";"SPARPLAN ETF MSCI WORLD 05/2025 REF00109";"";"";"";"";"";"";"Trade Republic Bank GmbH";"DE02120300000000202051";"HELADEF1HAN";"-200,00";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"27.05.25";"27.05.25";"FOLGELASTSCHRIFT";"ENTGELT KONTOFUEHRUNG 05/2025 REF00111";"";"";"";"";"";"";"Sparkasse Hanau";"DE02120300000000202051";"HELADEF1HAN";"-4,90";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"28.05.25";"28.05.25";"GUTSCHR. UEBERWEISUNG";"GEHALT 05/2025 REF00103";"";"";"";"";"";"";"Acme Software GmbH";"DE02120300000000202051";"HELADEF1HAN";"2850,00";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"01.06.25";"01.06.25";"FOLGELASTSCHRIFT";"KARTENZAHLUNG DANKE REF00142";"";"";"";"";"";"";"REWE Markt GmbH";"DE02120300000000202051";"HELADEF1HAN";"-47,87";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"01.06.25";"01.06.25";"FOLGELASTSCHRIFT";"MIETE BERGSTRASSE 3 06/2025 REF00129";"";"";"";"";"";"";"Wohnbau Hanau GmbH";"DE02120300000000202051";"HELADEF1HAN";"-980,00";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"03.06.25";"03.06.25";"FOLGELASTSCHRIFT";"ABSCHLAG STROM GAS 06/2025 REF00130";"";"";"";"";"";"";"Stadtwerke Hanau";"DE02120300000000202051";"HELADEF1HAN";"-128,00";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"03.06.25";"03.06.25";"FOLGELASTSCHRIFT";"KARTENZAHLUNG DANKE REF00137";"";"";"";"";"";"";"LIDL Dienstleistung";"DE02120300000000202051";"HELADEF1HAN";"-44,47";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"03.06.25";"03.06.25";"FOLGELASTSCHRIFT";"KARTENZAHLUNG DANKE REF00143";"";"";"";"";"";"";"LIDL Dienstleistung";"DE02120300000000202051";"HELADEF1HAN";"-54,77";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"05.06.25";"05.06.25";"FOLGELASTSCHRIFT";"BESTELLUNG DANKE REF00149";"";"";"";"";"";"";"Lieferando.de";"DE02120300000000202051";"HELADEF1HAN";"-22,49";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"05.06.25";"05.06.25";"FOLGELASTSCHRIFT";"KARTENZAHLUNG DANKE REF00144";"";"";"";"";"";"";"REWE Markt GmbH";"DE02120300000000202051";"HELADEF1HAN";"-89,19";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"07.06.25";"07.06.25";"FOLGELASTSCHRIFT";"ONLINE EINKAUF REF00152";"";"";"";"";"";"";"Zalando SE";"DE02120300000000202051";"HELADEF1HAN";"-99,37";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"07.06.25";"07.06.25";"FOLGELASTSCHRIFT";"SPOTIFY PREMIUM 06/2025 REF00132";"";"";"";"";"";"";"Spotify AB";"DE02120300000000202051";"HELADEF1HAN";"-10,99";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"08.06.25";"08.06.25";"FOLGELASTSCHRIFT";"KARTENZAHLUNG DANKE REF00139";"";"";"";"";"";"";"EDEKA Center";"DE02120300000000202051";"HELADEF1HAN";"-31,11";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"08.06.25";"08.06.25";"FOLGELASTSCHRIFT";"KARTENZAHLUNG DANKE REF00145";"";"";"";"";"";"";"EDEKA Center";"DE02120300000000202051";"HELADEF1HAN";"-40,15";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"09.06.25";"09.06.25";"FOLGELASTSCHRIFT";"BARGELDAUSZAHLUNG REF00153";"";"";"";"";"";"";"Geldautomat Sparkasse";"DE02120300000000202051";"HELADEF1HAN";"-50,00";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"09.06.25";"09.06.25";"FOLGELASTSCHRIFT";"KARTENZAHLUNG DANKE REF00138";"";"";"";"";"";"";"LIDL Dienstleistung";"DE02120300000000202051";"HELADEF1HAN";"-25,77";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"11.06.25";"11.06.25";"FOLGELASTSCHRIFT";"EINKAUF DROGERIE REF00155";"";"";"";"";"";"";"dm-drogerie markt";"DE02120300000000202051";"HELADEF1HAN";"-35,84";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"11.06.25";"11.06.25";"FOLGELASTSCHRIFT";"KARTENZAHLUNG DANKE REF00141";"";"";"";"";"";"";"REWE Markt GmbH";"DE02120300000000202051";"HELADEF1HAN";"-88,82";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"14.06.25";"14.06.25";"FOLGELASTSCHRIFT";"FAHRKARTE DEUTSCHE BAHN REF00154";"";"";"";"";"";"";"DB Vertrieb GmbH";"DE02120300000000202051";"HELADEF1HAN";"-68,91";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"15.06.25";"15.06.25";"FOLGELASTSCHRIFT";"KARTENZAHLUNG DANKE REF00146";"";"";"";"";"";"";"LIDL Dienstleistung";"DE02120300000000202051";"HELADEF1HAN";"-80,54";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"15.06.25";"15.06.25";"FOLGELASTSCHRIFT";"NETFLIX ABO 06/2025 REF00131";"";"";"";"";"";"";"NETFLIX INTERNATIONAL B.V.";"DE02120300000000202051";"HELADEF1HAN";"-13,99";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"18.06.25";"18.06.25";"FOLGELASTSCHRIFT";"MOBILFUNK RECHNUNG 06/2025 REF00135";"";"";"";"";"";"";"Telekom Deutschland GmbH";"DE02120300000000202051";"HELADEF1HAN";"-19,99";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"20.06.25";"20.06.25";"FOLGELASTSCHRIFT";"KARTENZAHLUNG DANKE REF00147";"";"";"";"";"";"";"REWE Markt GmbH";"DE02120300000000202051";"HELADEF1HAN";"-93,60";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"20.06.25";"20.06.25";"FOLGELASTSCHRIFT";"MITGLIEDSBEITRAG FITNESS 06/2025 REF00133";"";"";"";"";"";"";"FitX Deutschland GmbH";"DE02120300000000202051";"HELADEF1HAN";"-29,90";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"20.06.25";"20.06.25";"FOLGELASTSCHRIFT";"ONLINE EINKAUF REF00151";"";"";"";"";"";"";"Zalando SE";"DE02120300000000202051";"HELADEF1HAN";"-37,38";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"22.06.25";"22.06.25";"FOLGELASTSCHRIFT";"KARTENZAHLUNG DANKE REF00140";"";"";"";"";"";"";"ALDI SUED";"DE02120300000000202051";"HELADEF1HAN";"-64,16";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"22.06.25";"22.06.25";"FOLGELASTSCHRIFT";"KARTENZAHLUNG DANKE REF00148";"";"";"";"";"";"";"LIDL Dienstleistung";"DE02120300000000202051";"HELADEF1HAN";"-79,09";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"24.06.25";"24.06.25";"FOLGELASTSCHRIFT";"BESTELLUNG DANKE REF00150";"";"";"";"";"";"";"Cafe Central";"DE02120300000000202051";"HELADEF1HAN";"-37,21";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"25.06.25";"25.06.25";"FOLGELASTSCHRIFT";"SPARPLAN ETF MSCI WORLD 06/2025 REF00134";"";"";"";"";"";"";"Trade Republic Bank GmbH";"DE02120300000000202051";"HELADEF1HAN";"-200,00";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"27.06.25";"27.06.25";"FOLGELASTSCHRIFT";"ENTGELT KONTOFUEHRUNG 06/2025 REF00136";"";"";"";"";"";"";"Sparkasse Hanau";"DE02120300000000202051";"HELADEF1HAN";"-4,90";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"28.06.25";"28.06.25";"GUTSCHR. UEBERWEISUNG";"GEHALT 06/2025 REF00128";"";"";"";"";"";"";"Acme Software GmbH";"DE02120300000000202051";"HELADEF1HAN";"2850,00";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"01.07.25";"01.07.25";"FOLGELASTSCHRIFT";"BESTELLUNG DANKE REF00175";"";"";"";"";"";"";"Cafe Central";"DE02120300000000202051";"HELADEF1HAN";"-18,15";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"01.07.25";"01.07.25";"FOLGELASTSCHRIFT";"MIETE BERGSTRASSE 3 07/2025 REF00157";"";"";"";"";"";"";"Wohnbau Hanau GmbH";"DE02120300000000202051";"HELADEF1HAN";"-980,00";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"03.07.25";"03.07.25";"FOLGELASTSCHRIFT";"ABSCHLAG STROM GAS 07/2025 REF00158";"";"";"";"";"";"";"Stadtwerke Hanau";"DE02120300000000202051";"HELADEF1HAN";"-128,00";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"06.07.25";"06.07.25";"FOLGELASTSCHRIFT";"KARTENZAHLUNG DANKE REF00165";"";"";"";"";"";"";"ALDI SUED";"DE02120300000000202051";"HELADEF1HAN";"-72,49";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"07.07.25";"07.07.25";"FOLGELASTSCHRIFT";"SPOTIFY PREMIUM 07/2025 REF00160";"";"";"";"";"";"";"Spotify AB";"DE02120300000000202051";"HELADEF1HAN";"-10,99";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"08.07.25";"08.07.25";"FOLGELASTSCHRIFT";"BESTELLUNG DANKE REF00179";"";"";"";"";"";"";"McDonalds Deutschland";"DE02120300000000202051";"HELADEF1HAN";"-19,18";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"08.07.25";"08.07.25";"FOLGELASTSCHRIFT";"ONLINE EINKAUF REF00181";"";"";"";"";"";"";"AMAZON EU S.A R.L.";"DE02120300000000202051";"HELADEF1HAN";"-13,08";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"09.07.25";"09.07.25";"FOLGELASTSCHRIFT";"BARGELDAUSZAHLUNG REF00182";"";"";"";"";"";"";"Geldautomat Sparkasse";"DE02120300000000202051";"HELADEF1HAN";"-50,00";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"09.07.25";"09.07.25";"FOLGELASTSCHRIFT";"BESTELLUNG DANKE REF00177";"";"";"";"";"";"";"Lieferando.de";"DE02120300000000202051";"HELADEF1HAN";"-17,12";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"10.07.25";"10.07.25";"FOLGELASTSCHRIFT";"ONLINE EINKAUF REF00180";"";"";"";"";"";"";"AMAZON EU S.A R.L.";"DE02120300000000202051";"HELADEF1HAN";"-116,67";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"12.07.25";"12.07.25";"FOLGELASTSCHRIFT";"KARTENZAHLUNG DANKE REF00170";"";"";"";"";"";"";"REWE Markt GmbH";"DE02120300000000202051";"HELADEF1HAN";"-86,21";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"12.07.25";"12.07.25";"FOLGELASTSCHRIFT";"KARTENZAHLUNG DANKE REF00171";"";"";"";"";"";"";"EDEKA Center";"DE02120300000000202051";"HELADEF1HAN";"-26,28";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"13.07.25";"13.07.25";"FOLGELASTSCHRIFT";"BESTELLUNG DANKE REF00178";"";"";"";"";"";"";"McDonalds Deutschland";"DE02120300000000202051";"HELADEF1HAN";"-53,48";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"14.07.25";"14.07.25";"FOLGELASTSCHRIFT";"KARTENZAHLUNG DANKE REF00169";"";"";"";"";"";"";"LIDL Dienstleistung";"DE02120300000000202051";"HELADEF1HAN";"-19,09";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"15.07.25";"15.07.25";"FOLGELASTSCHRIFT";"NETFLIX ABO 07/2025 REF00159";"";"";"";"";"";"";"NETFLIX INTERNATIONAL B.V.";"DE02120300000000202051";"HELADEF1HAN";"-13,99";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"18.07.25";"18.07.25";"FOLGELASTSCHRIFT";"KARTENZAHLUNG DANKE REF00166";"";"";"";"";"";"";"REWE Markt GmbH";"DE02120300000000202051";"HELADEF1HAN";"-8,84";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"18.07.25";"18.07.25";"FOLGELASTSCHRIFT";"MOBILFUNK RECHNUNG 07/2025 REF00163";"";"";"";"";"";"";"Telekom Deutschland GmbH";"DE02120300000000202051";"HELADEF1HAN";"-19,99";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"20.07.25";"20.07.25";"FOLGELASTSCHRIFT";"KARTENZAHLUNG DANKE REF00173";"";"";"";"";"";"";"EDEKA Center";"DE02120300000000202051";"HELADEF1HAN";"-73,20";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"20.07.25";"20.07.25";"FOLGELASTSCHRIFT";"MITGLIEDSBEITRAG FITNESS 07/2025 REF00161";"";"";"";"";"";"";"FitX Deutschland GmbH";"DE02120300000000202051";"HELADEF1HAN";"-29,90";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"21.07.25";"21.07.25";"FOLGELASTSCHRIFT";"EINKAUF DROGERIE REF00183";"";"";"";"";"";"";"dm-drogerie markt";"DE02120300000000202051";"HELADEF1HAN";"-25,38";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"22.07.25";"22.07.25";"FOLGELASTSCHRIFT";"KARTENZAHLUNG DANKE REF00172";"";"";"";"";"";"";"ALDI SUED";"DE02120300000000202051";"HELADEF1HAN";"-16,94";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"23.07.25";"23.07.25";"FOLGELASTSCHRIFT";"KARTENZAHLUNG DANKE REF00167";"";"";"";"";"";"";"REWE Markt GmbH";"DE02120300000000202051";"HELADEF1HAN";"-86,64";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"25.07.25";"25.07.25";"FOLGELASTSCHRIFT";"SPARPLAN ETF MSCI WORLD 07/2025 REF00162";"";"";"";"";"";"";"Trade Republic Bank GmbH";"DE02120300000000202051";"HELADEF1HAN";"-200,00";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"26.07.25";"26.07.25";"FOLGELASTSCHRIFT";"BESTELLUNG DANKE REF00176";"";"";"";"";"";"";"Pizzeria Bella Italia";"DE02120300000000202051";"HELADEF1HAN";"-56,47";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"27.07.25";"27.07.25";"FOLGELASTSCHRIFT";"ENTGELT KONTOFUEHRUNG 07/2025 REF00164";"";"";"";"";"";"";"Sparkasse Hanau";"DE02120300000000202051";"HELADEF1HAN";"-4,90";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"27.07.25";"27.07.25";"FOLGELASTSCHRIFT";"KARTENZAHLUNG DANKE REF00168";"";"";"";"";"";"";"EDEKA Center";"DE02120300000000202051";"HELADEF1HAN";"-40,12";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"28.07.25";"28.07.25";"GUTSCHR. UEBERWEISUNG";"GEHALT 07/2025 REF00156";"";"";"";"";"";"";"Acme Software GmbH";"DE02120300000000202051";"HELADEF1HAN";"2850,00";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"28.07.25";"28.07.25";"FOLGELASTSCHRIFT";"KARTENZAHLUNG DANKE REF00174";"";"";"";"";"";"";"EDEKA Center";"DE02120300000000202051";"HELADEF1HAN";"-22,14";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"01.08.25";"01.08.25";"FOLGELASTSCHRIFT";"KARTENZAHLUNG DANKE REF00200";"";"";"";"";"";"";"EDEKA Center";"DE02120300000000202051";"HELADEF1HAN";"-53,23";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"01.08.25";"01.08.25";"FOLGELASTSCHRIFT";"MIETE BERGSTRASSE 3 08/2025 REF00185";"";"";"";"";"";"";"Wohnbau Hanau GmbH";"DE02120300000000202051";"HELADEF1HAN";"-980,00";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"02.08.25";"02.08.25";"FOLGELASTSCHRIFT";"KARTENZAHLUNG DANKE REF00195";"";"";"";"";"";"";"ALDI SUED";"DE02120300000000202051";"HELADEF1HAN";"-17,43";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"03.08.25";"03.08.25";"FOLGELASTSCHRIFT";"ABSCHLAG STROM GAS 08/2025 REF00186";"";"";"";"";"";"";"Stadtwerke Hanau";"DE02120300000000202051";"HELADEF1HAN";"-128,00";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"07.08.25";"07.08.25";"FOLGELASTSCHRIFT";"ONLINE EINKAUF REF00209";"";"";"";"";"";"";"MediaMarkt";"DE02120300000000202051";"HELADEF1HAN";"-65,89";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"07.08.25";"07.08.25";"FOLGELASTSCHRIFT";"SPOTIFY PREMIUM 08/2025 REF00188";"";"";"";"";"";"";"Spotify AB";"DE02120300000000202051";"HELADEF1HAN";"-10,99";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"09.08.25";"09.08.25";"FOLGELASTSCHRIFT";"KARTENZAHLUNG DANKE REF00194";"";"";"";"";"";"";"LIDL Dienstleistung";"DE02120300000000202051";"HELADEF1HAN";"-23,54";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"09.08.25";"09.08.25";"FOLGELASTSCHRIFT";"KARTENZAHLUNG DANKE REF00199";"";"";"";"";"";"";"ALDI SUED";"DE02120300000000202051";"HELADEF1HAN";"-11,86";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"11.08.25";"11.08.25";"FOLGELASTSCHRIFT";"KARTENZAHLUNG DANKE REF00193";"";"";"";"";"";"";"REWE Markt GmbH";"DE02120300000000202051";"HELADEF1HAN";"-89,71";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"12.08.25";"12.08.25";"FOLGELASTSCHRIFT";"KARTENZAHLUNG DANKE REF00196";"";"";"";"";"";"";"LIDL Dienstleistung";"DE02120300000000202051";"HELADEF1HAN";"-71,38";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"12.08.25";"12.08.25";"FOLGELASTSCHRIFT";"KARTENZAHLUNG DANKE REF00201";"";"";"";"";"";"";"LIDL Dienstleistung";"DE02120300000000202051";"HELADEF1HAN";"-45,52";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"13.08.25";"13.08.25";"FOLGELASTSCHRIFT";"KARTENZAHLUNG DANKE REF00198";"";"";"";"";"";"";"EDEKA Center";"DE02120300000000202051";"HELADEF1HAN";"-86,26";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"14.08.25";"14.08.25";"FOLGELASTSCHRIFT";"KARTENZAHLUNG DANKE REF00197";"";"";"";"";"";"";"REWE Markt GmbH";"DE02120300000000202051";"HELADEF1HAN";"-60,74";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"15.08.25";"15.08.25";"FOLGELASTSCHRIFT";"NETFLIX ABO 08/2025 REF00187";"";"";"";"";"";"";"NETFLIX INTERNATIONAL B.V.";"DE02120300000000202051";"HELADEF1HAN";"-13,99";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"18.08.25";"18.08.25";"FOLGELASTSCHRIFT";"BESTELLUNG DANKE REF00205";"";"";"";"";"";"";"McDonalds Deutschland";"DE02120300000000202051";"HELADEF1HAN";"-15,49";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"18.08.25";"18.08.25";"FOLGELASTSCHRIFT";"BESTELLUNG DANKE REF00208";"";"";"";"";"";"";"Cafe Central";"DE02120300000000202051";"HELADEF1HAN";"-51,52";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"18.08.25";"18.08.25";"FOLGELASTSCHRIFT";"MOBILFUNK RECHNUNG 08/2025 REF00191";"";"";"";"";"";"";"Telekom Deutschland GmbH";"DE02120300000000202051";"HELADEF1HAN";"-19,99";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"20.08.25";"20.08.25";"FOLGELASTSCHRIFT";"BESTELLUNG DANKE REF00207";"";"";"";"";"";"";"McDonalds Deutschland";"DE02120300000000202051";"HELADEF1HAN";"-38,02";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"20.08.25";"20.08.25";"FOLGELASTSCHRIFT";"KARTENZAHLUNG DANKE REF00202";"";"";"";"";"";"";"REWE Markt GmbH";"DE02120300000000202051";"HELADEF1HAN";"-35,31";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"20.08.25";"20.08.25";"FOLGELASTSCHRIFT";"MITGLIEDSBEITRAG FITNESS 08/2025 REF00189";"";"";"";"";"";"";"FitX Deutschland GmbH";"DE02120300000000202051";"HELADEF1HAN";"-29,90";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"20.08.25";"20.08.25";"FOLGELASTSCHRIFT";"ONLINE EINKAUF REF00210";"";"";"";"";"";"";"Zalando SE";"DE02120300000000202051";"HELADEF1HAN";"-95,11";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"22.08.25";"22.08.25";"FOLGELASTSCHRIFT";"BARGELDAUSZAHLUNG REF00211";"";"";"";"";"";"";"Geldautomat Sparkasse";"DE02120300000000202051";"HELADEF1HAN";"-50,00";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"22.08.25";"22.08.25";"FOLGELASTSCHRIFT";"BESTELLUNG DANKE REF00206";"";"";"";"";"";"";"Pizzeria Bella Italia";"DE02120300000000202051";"HELADEF1HAN";"-56,96";"EUR";"Umsatz gebucht"
